Open time,Open,High,Low,Close,Volume,Bull power,Bear power,-----,Money,Coins

1.661990400000000000e+12,1.554109999999999900e+03,1.566529999999999973e+03,1.533920000000000073e+03,1.551369999999999891e+03,5.060523999999999796e+04,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.661994000000000000e+12,1.551380000000000109e+03,1.564750000000000000e+03,1.548019999999999982e+03,1.559589999999999918e+03,3.034813290000000052e+04,9.269999999999981810e+00,-7.460000000000036380e+00,1.673000000000001819e+01,9.984396302050000522e+05,1.000000000000000000e+00
1.661997600000000000e+12,1.559579999999999927e+03,1.573980000000000018e+03,1.550990000000000009e+03,1.557130000000000109e+03,2.552460359999999855e+04,1.561999999999989086e+01,-7.370000000000118234e+00,2.299000000000000909e+01,9.968817216400000034e+05,2.000000000000000000e+00
1.662001200000000000e+12,1.557130000000000109e+03,1.563779999999999973e+03,1.537230000000000018e+03,1.549910000000000082e+03,2.831221319999999832e+04,1.105333333333305745e+01,-1.549666666666689707e+01,2.654999999999995453e+01,9.953310366850000573e+05,3.000000000000000000e+00
1.662004800000000000e+12,1.549920000000000073e+03,1.557099999999999909e+03,1.542460000000000036e+03,1.551789999999999964e+03,1.729207939999999871e+04,4.997777777777628216e+00,-9.642222222222244454e+00,1.463999999999987267e+01,9.937784707900000503e+05,4.000000000000000000e+00
1.662008400000000000e+12,1.551799999999999955e+03,1.562880000000000109e+03,1.548660000000000082e+03,1.553190000000000055e+03,1.840097940000000017e+04,1.005259259259264581e+01,-4.167407407407381470e+00,1.422000000000002728e+01,9.922245041950000450e+05,5.000000000000000000e+00
1.662012000000000000e+12,1.553190000000000055e+03,1.556000000000000000e+03,1.544500000000000000e+03,1.550460000000000036e+03,1.906666649999999936e+04,4.750864197530972888e+00,-6.749135802469027112e+00,1.150000000000000000e+01,9.906732689650000539e+05,6.000000000000000000e+00
1.662015600000000000e+12,1.550450000000000045e+03,1.550460000000000036e+03,1.531079999999999927e+03,1.544599999999999909e+03,2.939583859999999913e+04,3.643621399177163767e+00,-1.573637860082294537e+01,1.938000000000010914e+01,9.891278966650000075e+05,7.000000000000000000e+00
1.662019200000000000e+12,1.544589999999999918e+03,1.549839999999999918e+03,1.533039999999999964e+03,1.547690000000000055e+03,2.387333290000000125e+04,2.441207133058924228e+00,-1.435879286694103030e+01,1.679999999999995453e+01,9.875794328199999873e+05,8.000000000000000000e+00
1.662022800000000000e+12,1.547690000000000055e+03,1.555509999999999991e+03,1.538230000000000018e+03,1.550160000000000082e+03,2.439710259999999835e+04,6.270402377686195905e+00,-1.100959762231377681e+01,1.727999999999997272e+01,9.860284977400000207e+05,9.000000000000000000e+00
1.662026400000000000e+12,1.550160000000000082e+03,1.567730000000000018e+03,1.547930000000000064e+03,1.565309999999999945e+03,2.556688869999999952e+04,7.776800792561971321e+00,-1.202319920743798320e+01,1.979999999999995453e+01,9.844624050849999767e+05,1.000000000000000000e+01
1.662030000000000000e+12,1.565299999999999955e+03,1.586339999999999918e+03,1.559529999999999973e+03,1.577990000000000009e+03,3.659887969999999768e+04,1.436226693085382067e+01,-1.244773306914612476e+01,2.680999999999994543e+01,9.828836260900000343e+05,1.100000000000000000e+01
1.662033600000000000e+12,1.577990000000000009e+03,1.581369999999999891e+03,1.552119999999999891e+03,1.565349999999999909e+03,3.311644370000000345e+04,1.381075564361799479e+01,-1.543924435638200521e+01,2.925000000000000000e+01,9.813174934150000336e+05,1.200000000000000000e+01
1.662037200000000000e+12,1.565359999999999900e+03,1.576890000000000100e+03,1.554609999999999900e+03,1.567579999999999927e+03,3.761786879999999655e+04,9.316918547872774070e+00,-1.296308145212742602e+01,2.228000000000020009e+01,9.797491296250000596e+05,1.300000000000000000e+01
1.662040800000000000e+12,1.567579999999999927e+03,1.569539999999999964e+03,1.515680000000000064e+03,1.518430000000000064e+03,8.959439629999999306e+04,3.472897284929081252e+01,-1.913102715070908744e+01,5.385999999999989996e+01,9.782299404100000393e+05,1.400000000000000000e+01
1.662044400000000000e+12,1.518430000000000064e+03,1.547059999999999945e+03,1.512769999999999982e+03,1.536029999999999973e+03,3.993022060000000056e+04,1.143632428309683746e+01,-2.285367571690312616e+01,3.428999999999996362e+01,9.766931423950000899e+05,1.500000000000000000e+01
1.662048000000000000e+12,1.536019999999999982e+03,1.542250000000000000e+03,1.523599999999999909e+03,1.539130000000000109e+03,3.000570539999999892e+04,4.288774761032300376e+00,-1.436122523896779057e+01,1.865000000000009095e+01,9.751532428300001193e+05,1.600000000000000000e+01
1.662051600000000000e+12,1.539119999999999891e+03,1.569410000000000082e+03,1.536390000000000100e+03,1.555420000000000073e+03,3.732621689999999944e+04,1.980959158701057277e+01,-1.321040841298940904e+01,3.301999999999998181e+01,9.735970451200001407e+05,1.700000000000000000e+01
1.662055200000000000e+12,1.555420000000000073e+03,1.572759999999999991e+03,1.552819999999999936e+03,1.559750000000000000e+03,2.144842229999999836e+04,1.639319719567015454e+01,-3.546802804329900027e+00,1.994000000000005457e+01,9.720365152450001333e+05,1.800000000000000000e+01
1.662058800000000000e+12,1.559750000000000000e+03,1.569910000000000082e+03,1.556829999999999927e+03,1.564640000000000100e+03,1.665664970000000176e+04,8.027732398556736371e+00,-5.052267601443418243e+00,1.308000000000015461e+01,9.704710929250001209e+05,1.900000000000000000e+01
1.662062400000000000e+12,1.564650000000000091e+03,1.585190000000000055e+03,1.561700000000000045e+03,1.580329999999999927e+03,2.794391890000000058e+04,1.100924413285224546e+01,-1.248075586714776364e+01,2.349000000000000909e+01,9.688899727600001497e+05,2.000000000000000000e+01
1.662066000000000000e+12,1.580329999999999927e+03,1.595000000000000000e+03,1.576609999999999900e+03,1.581509999999999991e+03,2.513960099999999875e+04,1.593308137761732723e+01,-2.456918622382772810e+00,1.839000000000010004e+01,9.673076720050001750e+05,2.100000000000000000e+01
1.662069600000000000e+12,1.581500000000000000e+03,1.599000000000000000e+03,1.581500000000000000e+03,1.586529999999999973e+03,2.484867290000000139e+04,1.495769379253920306e+01,-2.542306207460796941e+00,1.750000000000000000e+01,9.657203487400001613e+05,2.200000000000000000e+01
1.662073200000000000e+12,1.586539999999999964e+03,1.591529999999999973e+03,1.581490000000000009e+03,1.586160000000000082e+03,1.570040799999999945e+04,6.075897930846394956e+00,-3.964102069153568664e+00,1.003999999999996362e+01,9.641333956600001547e+05,2.300000000000000000e+01
1.662076800000000000e+12,1.586170000000000073e+03,1.586279999999999973e+03,1.573009999999999991e+03,1.581880000000000109e+03,1.986721940000000177e+04,3.208632643615374036e+00,-1.006136735638460777e+01,1.326999999999998181e+01,9.625507247200001730e+05,2.400000000000000000e+01
1.662080400000000000e+12,1.581869999999999891e+03,1.583289999999999964e+03,1.571640000000000100e+03,1.579710000000000036e+03,1.409970349999999962e+04,2.459544214538482265e+00,-9.190455785461381311e+00,1.164999999999986358e+01,9.609702248650002293e+05,2.500000000000000000e+01
1.662084000000000000e+12,1.579720000000000027e+03,1.584170000000000073e+03,1.567150000000000091e+03,1.578000000000000000e+03,2.043732080000000133e+04,5.226514738179503183e+00,-1.179348526182047863e+01,1.701999999999998181e+01,9.593914358650002396e+05,2.600000000000000000e+01
1.662087600000000000e+12,1.578000000000000000e+03,1.606190000000000055e+03,1.577809999999999945e+03,1.595819999999999936e+03,5.436030240000000049e+04,1.599550491272657382e+01,-1.238449508727353532e+01,2.838000000000010914e+01,9.577948179550002096e+05,2.700000000000000000e+01
