Open time,Open,High,Low,Close,Volume,Bull power,Bear power,-----,Money,Coins

1.664582400000000000e+12,1.328710000000000036e+03,1.333690000000000055e+03,1.324359999999999900e+03,1.327359999999999900e+03,1.139576820000000043e+04,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.664586000000000000e+12,1.327349999999999909e+03,1.332420000000000073e+03,1.326000000000000000e+03,1.331490000000000009e+03,7.589640000000000327e+03,2.995000000000118234e+00,-3.424999999999954525e+00,6.420000000000072760e+00,9.986678442550000036e+05,1.000000000000000000e+00
1.664589600000000000e+12,1.331480000000000018e+03,1.332490000000000009e+03,1.329299999999999955e+03,1.330160000000000082e+03,9.094269099999999526e+03,1.664999999999963620e+00,-1.525000000000090949e+00,3.190000000000054570e+00,9.973370191750000231e+05,2.000000000000000000e+00
1.664593200000000000e+12,1.330160000000000082e+03,1.331480000000000018e+03,1.325509999999999991e+03,1.329609999999999900e+03,8.034777399999999943e+03,1.465000000000145519e+00,-4.504999999999881766e+00,5.970000000000027285e+00,9.960067443699999712e+05,3.000000000000000000e+00
1.664596800000000000e+12,1.329609999999999900e+03,1.331309999999999945e+03,1.326880000000000109e+03,1.328930000000000064e+03,1.132198290000000088e+04,2.018333333333202972e+00,-2.411666666666633319e+00,4.429999999999836291e+00,9.946771499049999984e+05,4.000000000000000000e+00
1.664600400000000000e+12,1.328930000000000064e+03,1.330849999999999909e+03,1.323279999999999973e+03,1.329160000000000082e+03,1.255580930000000080e+04,1.646111111110940328e+00,-5.923888888888996007e+00,7.569999999999936335e+00,9.933473253249999834e+05,5.000000000000000000e+00
1.664604000000000000e+12,1.329170000000000073e+03,1.329170000000000073e+03,1.326250000000000000e+03,1.327640000000000100e+03,7.014523100000000341e+03,1.008703703703758947e+00,-1.911296296296313812e+00,2.920000000000072760e+00,9.920190215049999533e+05,6.000000000000000000e+00
1.664607600000000000e+12,1.327650000000000091e+03,1.330730000000000018e+03,1.325000000000000000e+03,1.328809999999999945e+03,6.645015500000000429e+03,2.136234567901283299e+00,-3.593765432098734891e+00,5.730000000000018190e+00,9.906895470999999670e+05,7.000000000000000000e+00
1.664611200000000000e+12,1.328809999999999945e+03,1.332579999999999927e+03,1.328789999999999964e+03,1.331619999999999891e+03,6.050589500000000044e+03,1.968744855967088370e+00,-1.821255144032875251e+00,3.789999999999963620e+00,9.893572612899999367e+05,8.000000000000000000e+00
