Open time,Open,High,Low,Close,Volume,Bull power,Bear power,-----,Money,Coins

1.667260800000000000e+12,1.572690000000000055e+03,1.612920000000000073e+03,1.563690000000000055e+03,1.578480000000000018e+03,5.275392965000000549e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667347200000000000e+12,1.578470000000000027e+03,1.621680000000000064e+03,1.502319999999999936e+03,1.518339999999999918e+03,9.813953647999999812e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667433600000000000e+12,1.518329999999999927e+03,1.559009999999999991e+03,1.515170000000000073e+03,1.531009999999999991e+03,5.602028813000000082e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667520000000000000e+12,1.531009999999999991e+03,1.680000000000000000e+03,1.528400000000000091e+03,1.644779999999999973e+03,9.355314780999999493e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667606400000000000e+12,1.644779999999999973e+03,1.666970000000000027e+03,1.621420000000000073e+03,1.626980000000000018e+03,3.513855361999999732e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667692800000000000e+12,1.626980000000000018e+03,1.639019999999999982e+03,1.564390000000000100e+03,1.568289999999999964e+03,4.148639525000000140e+05,nan,nan,nan,1.000000000000000000e+06,0.000000000000000000e+00
1.667779200000000000e+12,1.568250000000000000e+03,1.608039999999999964e+03,1.545029999999999973e+03,1.568099999999999909e+03,6.424094494000000414e+05,3.147142857142830508e+01,-3.153857142857168583e+01,6.300999999999999091e+01,9.984271204750000034e+05,1.000000000000000000e+00
1.667865600000000000e+12,1.568089999999999918e+03,1.579980000000000018e+03,1.233000000000000000e+03,1.334769999999999982e+03,2.339916508899999782e+06,3.822714285714278049e+01,-3.087528571428572377e+02,3.469800000000000182e+02,9.969713361850000219e+05,2.000000000000000000e+00
1.667952000000000000e+12,1.334779999999999973e+03,1.337160000000000082e+03,1.073529999999999973e+03,1.102730000000000018e+03,2.494797935699999798e+06,-9.483714285714290781e+01,-3.584671428571430170e+02,2.636300000000001091e+02,9.981864349200000288e+05,1.000000000000000000e+00
1.668038400000000000e+12,1.102730000000000018e+03,1.350000000000000000e+03,1.085930000000000064e+03,1.299279999999999973e+03,1.975955676699999953e+06,-4.881785714285729227e+01,-3.128878571428572286e+02,2.640699999999999363e+02,9.993838369050000329e+05,0.000000000000000000e+00
1.668124800000000000e+12,1.299279999999999973e+03,1.310000000000000000e+03,1.201259999999999991e+03,1.289279999999999973e+03,1.308087149800000014e+06,-6.143339285714296238e+01,-1.701733928571429715e+02,1.087400000000000091e+02,1.000674234065000084e+06,-1.000000000000000000e+00
1.668211200000000000e+12,1.289349999999999909e+03,1.292160000000000082e+03,1.238700000000000045e+03,1.257250000000000000e+03,5.477729172000000253e+05,-5.072754464285708309e+01,-1.041875446428571195e+02,5.346000000000003638e+01,1.001943714165000129e+06,-2.000000000000000000e+00
1.668297600000000000e+12,1.257250000000000000e+03,1.274230000000000018e+03,1.200660000000000082e+03,1.221490000000000009e+03,5.474105304000000469e+05,-3.830815848214274411e+01,-1.118781584821426804e+02,7.356999999999993634e+01,1.003179366055000108e+06,-3.000000000000000000e+00
1.668384000000000000e+12,1.221500000000000000e+03,1.291200000000000045e+03,1.171130000000000109e+03,1.243279999999999973e+03,9.347420058999999892e+05,-4.023618861607019426e+00,-1.240936188616069558e+02,1.200699999999999363e+02,1.004408058885000064e+06,-4.000000000000000000e+00
1.668470400000000000e+12,1.243289999999999964e+03,1.291000000000000000e+03,1.234009999999999991e+03,1.253230000000000018e+03,6.328255679999999702e+05,6.274785853794583090e+00,-5.071521414620542600e+01,5.699000000000000909e+01,1.003156054105000105e+06,-3.000000000000000000e+00
1.668556800000000000e+12,1.253220000000000027e+03,1.268670000000000073e+03,1.187059999999999945e+03,1.216170000000000073e+03,6.733397214999999851e+05,1.083589390345878201e+00,-8.052641060965424913e+01,8.161000000000012733e+01,1.001917655020000064e+06,-2.000000000000000000e+00
1.668643200000000000e+12,1.216160000000000082e+03,1.228220000000000027e+03,1.181049999999999955e+03,1.200430000000000064e+03,5.305373488000000361e+05,-2.257730795724069139e+01,-6.974730795724076415e+01,4.717000000000007276e+01,1.003122325135000050e+06,-3.000000000000000000e+00
1.668729600000000000e+12,1.200420000000000073e+03,1.234000000000000000e+03,1.199180000000000064e+03,1.212579999999999927e+03,3.602185337000000291e+05,-7.242980967930634506e+00,-4.206298096793057084e+01,3.481999999999993634e+01,1.004325205635000020e+06,-4.000000000000000000e+00
1.668816000000000000e+12,1.212579999999999927e+03,1.235000000000000000e+03,1.197670000000000073e+03,1.217670000000000073e+03,2.097895887999999977e+05,-3.497357259479940694e-01,-3.767973572594792131e+01,3.732999999999992724e+01,1.005536685260000057e+06,-5.000000000000000000e+00
1.668902400000000000e+12,1.217670000000000073e+03,1.227069999999999936e+03,1.132650000000000091e+03,1.142210000000000036e+03,5.311087606999999844e+05,1.500519820553904538e+01,-7.941480179446080001e+01,9.441999999999984539e+01,1.004353205440000049e+06,-4.000000000000000000e+00
1.668988800000000000e+12,1.142210000000000036e+03,1.146990000000000009e+03,1.079759999999999991e+03,1.107339999999999918e+03,9.226479453999999678e+05,-3.889360134584558182e+01,-1.061236013458456000e+02,6.723000000000001819e+01,1.005474606115000090e+06,-5.000000000000000000e+00
1.669075200000000000e+12,1.107339999999999918e+03,1.146130000000000109e+03,1.075000000000000000e+03,1.139599999999999909e+03,7.488845790999999736e+05,-2.818270100938389078e+01,-9.931270100938399992e+01,7.113000000000010914e+01,1.006594705705000088e+06,-6.000000000000000000e+00
1.669161600000000000e+12,1.139589999999999918e+03,1.190000000000000000e+03,1.127750000000000000e+03,1.184519999999999982e+03,6.369271594000000041e+05,1.313547424296211830e+01,-4.911452575703788170e+01,6.225000000000000000e+01,1.005429164540000143e+06,-5.000000000000000000e+00
1.669248000000000000e+12,1.184519999999999982e+03,1.217710000000000036e+03,1.180599999999999909e+03,1.203730000000000018e+03,4.860806122999999789e+05,3.412910568222150687e+01,-2.980894317778620461e+00,3.711000000000012733e+01,1.004231457165000145e+06,-4.000000000000000000e+00
1.669334400000000000e+12,1.203720000000000027e+03,1.207769999999999982e+03,1.171200000000000045e+03,1.199299999999999955e+03,3.914301658000000170e+05,2.025932926166615289e+01,-1.631067073833378345e+01,3.656999999999993634e+01,1.003026342635000125e+06,-3.000000000000000000e+00
