1669852800000,1294.46000000,1295.82000000,1293.17000000,1293.23000000,3070.20900000,1669853099999,3974454.69587000,2471,1631.77210000,2112317.51615500,0
1669853100000,1293.24000000,1294.76000000,1288.39000000,1293.18000000,4575.92710000,1669853399999,5909688.26273900,5101,2376.32270000,3069093.13640000,0
1669853400000,1293.18000000,1294.68000000,1292.00000000,1293.81000000,1887.78110000,1669853699999,2441433.73657500,2039,1221.68930000,1579923.42163500,0
1669853700000,1293.81000000,1295.88000000,1291.01000000,1291.39000000,2398.41420000,1669853999999,3103287.74468800,2739,1211.27140000,1567458.35456200,0
1669854000000,1291.39000000,1295.13000000,1290.00000000,1292.52000000,2005.94310000,1669854299999,2593281.99394400,2742,1223.60120000,1581960.98947200,0
1669854300000,1292.52000000,1293.26000000,1290.91000000,1291.84000000,1317.23830000,1669854599999,1701936.92168700,2145,783.44410000,1012321.63916500,0
1669854600000,1291.83000000,1292.82000000,1288.84000000,1289.65000000,1501.11720000,1669854899999,1937733.09606000,2782,653.73020000,844026.10610600,0
1669854900000,1289.65000000,1290.47000000,1287.95000000,1289.15000000,1756.96960000,1669855199999,2265542.55432500,2543,889.00650000,1146288.41980200,0
1669855200000,1289.16000000,1289.97000000,1288.06000000,1288.66000000,1146.74220000,1669855499999,1478185.71041100,1921,457.85100000,590212.93626500,0
1669855500000,1288.66000000,1291.30000000,1288.41000000,1289.77000000,1363.52910000,1669855799999,1758634.22460300,1833,634.97400000,819063.31851600,0
1669855800000,1289.77000000,1289.77000000,1286.21000000,1288.37000000,1852.78250000,1669856099999,2385828.23651000,2723,891.21610000,1147599.80665000,0
1669856100000,1288.37000000,1290.21000000,1288.36000000,1290.21000000,991.41350000,1669856399999,1278359.97496900,1611,516.56020000,666103.35328000,0
1669856400000,1290.21000000,1290.21000000,1287.59000000,1288.51000000,1060.99890000,1669856699999,1367137.24578900,1857,475.31040000,612444.70505600,0
1669856700000,1288.50000000,1292.74000000,1287.59000000,1288.04000000,3764.25760000,1669856999999,4856081.03790000,2932,2805.16240000,3619812.61237700,0
1669857000000,1288.05000000,1288.05000000,1286.33000000,1287.70000000,1110.59540000,1669857299999,1429535.90238800,1906,304.30790000,391674.64663800,0
1669857300000,1287.70000000,1290.25000000,1287.01000000,1288.48000000,953.23660000,1669857599999,1228454.20915300,1983,523.70170000,674896.59951400,0
1669857600000,1288.48000000,1289.10000000,1287.33000000,1287.33000000,825.83260000,1669857899999,1064102.93673800,1592,392.85150000,506244.00759600,0
1669857900000,1287.33000000,1287.56000000,1282.85000000,1285.65000000,3157.31040000,1669858199999,4057444.79313000,3924,1335.53380000,1716150.48799100,0
1669858200000,1285.65000000,1287.11000000,1285.05000000,1286.59000000,881.93020000,1669858499999,1134107.00424600,1968,494.51900000,635931.67762000,0
1669858500000,1286.59000000,1287.50000000,1285.46000000,1286.71000000,507.06620000,1669858799999,652433.07027000,1737,294.63400000,379090.84209700,0
1669858800000,1286.71000000,1286.99000000,1286.00000000,1286.51000000,574.98960000,1669859099999,739725.83894300,1281,317.33930000,408255.89190600,0
1669859100000,1286.51000000,1287.00000000,1285.70000000,1286.51000000,651.72710000,1669859399999,838328.61148300,1551,384.70860000,494853.67943900,0
1669859400000,1286.52000000,1287.31000000,1285.79000000,1286.41000000,1105.15920000,1669859699999,1421793.46067800,2130,523.66020000,673684.13441000,0
1669859700000,1286.40000000,1286.41000000,1285.04000000,1285.77000000,944.06650000,1669859999999,1213658.66956000,1789,415.05270000,533582.76326100,0
1669860000000,1285.77000000,1286.64000000,1285.00000000,1286.39000000,965.70640000,1669860299999,1241920.20045000,1635,567.24410000,729502.35835100,0
1669860300000,1286.40000000,1288.26000000,1285.69000000,1288.25000000,1308.58180000,1669860599999,1684154.12428200,1824,812.58250000,1045826.25498900,0
1669860600000,1288.25000000,1288.72000000,1287.19000000,1288.54000000,1917.65800000,1669860899999,2469762.82200400,2246,878.12550000,1130916.08248500,0
1669860900000,1288.54000000,1289.21000000,1287.46000000,1288.34000000,2198.90700000,1669861199999,2832559.79917400,2517,999.75380000,1287857.97950300,0
1669861200000,1288.34000000,1288.34000000,1285.34000000,1285.89000000,1625.49050000,1669861499999,2091419.06909800,2144,701.50130000,902584.81959500,0
1669861500000,1285.88000000,1286.31000000,1285.09000000,1285.79000000,1172.65460000,1669861799999,1507613.91979600,1969,596.75870000,767210.75510100,0
1669861800000,1285.78000000,1286.39000000,1281.20000000,1283.98000000,2302.91910000,1669862099999,2956566.88046900,3511,927.12460000,1190190.95537600,0
1669862100000,1283.99000000,1284.86000000,1283.38000000,1283.49000000,1040.41430000,1669862399999,1336016.06828000,1940,471.58710000,605571.93653500,0
