Open time,Open,High,Low,Close,Volume,Bull power,Bear power,-----,Money,Coins

1.672531200000000000e+12,1.196130000000000109e+03,1.196319999999999936e+03,1.195650000000000091e+03,1.196319999999999936e+03,3.345591999999999757e+02,nan,nan,nan,1.001190243875000044e+06,-1.000000000000000000e+00
1.672531500000000000e+12,1.196309999999999945e+03,1.196690000000000055e+03,1.194900000000000091e+03,1.195380000000000109e+03,6.823876000000000204e+02,nan,nan,nan,1.002380109649999999e+06,-2.000000000000000000e+00
1.672531800000000000e+12,1.195380000000000109e+03,1.195809999999999945e+03,1.194549999999999955e+03,1.194549999999999955e+03,2.289387000000000114e+02,nan,nan,nan,1.003569099825000041e+06,-3.000000000000000000e+00
1.672532100000000000e+12,1.194549999999999955e+03,1.195980000000000018e+03,1.194309999999999945e+03,1.195980000000000018e+03,6.018903000000000247e+02,nan,nan,nan,1.004758388500000001e+06,-4.000000000000000000e+00
1.672532400000000000e+12,1.195980000000000018e+03,1.196369999999999891e+03,1.195970000000000027e+03,1.196059999999999945e+03,1.448048000000000002e+02,nan,nan,nan,1.005948428399999975e+06,-5.000000000000000000e+00
1.672532700000000000e+12,1.196059999999999945e+03,1.196700000000000045e+03,1.196059999999999945e+03,1.196609999999999900e+03,3.949123999999999910e+02,nan,nan,nan,1.007138781725000008e+06,-6.000000000000000000e+00
1.672533000000000000e+12,1.196619999999999891e+03,1.196619999999999891e+03,1.193720000000000027e+03,1.194359999999999900e+03,4.978405999999999949e+02,1.011428571428723444e+00,-1.888571428571140132e+00,2.899999999999863576e+00,1.005937314275000012e+06,-5.000000000000000000e+00
1.672533300000000000e+12,1.194369999999999891e+03,1.194430000000000064e+03,1.192720000000000027e+03,1.194220000000000027e+03,1.299597099999999955e+03,-8.785714285713766003e-01,-2.588571428571412980e+00,1.710000000000036380e+00,1.007125637800000026e+06,-6.000000000000000000e+00
1.672533600000000000e+12,1.194220000000000027e+03,1.194220000000000027e+03,1.193019999999999982e+03,1.193640000000000100e+03,4.095031999999999925e+02,-6.714285714285779250e-01,-1.871428571428623400e+00,1.200000000000045475e+00,1.008313598149999976e+06,-7.000000000000000000e+00
1.672533900000000000e+12,1.193640000000000100e+03,1.195059999999999945e+03,1.193630000000000109e+03,1.194640000000000100e+03,5.210221000000000231e+02,2.314285714285233553e-01,-1.198571428571312936e+00,1.429999999999836291e+00,1.007113487450000015e+06,-6.000000000000000000e+00
1.672534200000000000e+12,1.194650000000000091e+03,1.195059999999999945e+03,1.194190000000000055e+03,1.194819999999999936e+03,4.867733000000000061e+02,2.335714285713947902e-01,-6.364285714284960704e-01,8.699999999998908606e-01,1.005912778775000013e+06,-5.000000000000000000e+00
1.672534500000000000e+12,1.194819999999999936e+03,1.195039999999999964e+03,1.194089999999999918e+03,1.194089999999999918e+03,2.871546999999999912e+02,3.976785714285142603e-01,-5.523214285715312144e-01,9.500000000000454747e-01,1.004712351499999990e+06,-4.000000000000000000e+00
1.672534800000000000e+12,1.194089999999999918e+03,1.194839999999999918e+03,1.193839999999999918e+03,1.194099999999999909e+03,3.897126999999999839e+02,3.332589285712401761e-01,-6.667410714287598239e-01,1.000000000000000000e+00,1.003512286025000038e+06,-3.000000000000000000e+00
1.672535100000000000e+12,1.194109999999999900e+03,1.195750000000000000e+03,1.194099999999999909e+03,1.195690000000000055e+03,5.001684000000000196e+02,9.474441964284778805e-01,-7.025558035716130689e-01,1.650000000000090949e+00,1.002311411525000003e+06,-2.000000000000000000e+00
1.672535400000000000e+12,1.195700000000000045e+03,1.195750000000000000e+03,1.195380000000000109e+03,1.195380000000000109e+03,2.859198999999999842e+02,8.030831473213311256e-01,4.330831473214402649e-01,3.699999999998908606e-01,1.001109893825000036e+06,-1.000000000000000000e+00
1.672535700000000000e+12,1.195380000000000109e+03,1.195490000000000009e+03,1.195230000000000018e+03,1.195380000000000109e+03,1.137500000000000000e+02,4.348123604909233109e-01,1.748123604909324058e-01,2.599999999999909051e-01,9.999085369250000222e+05,0.000000000000000000e+00
1.672536000000000000e+12,1.195369999999999891e+03,1.195609999999999900e+03,1.195009999999999991e+03,1.195599999999999909e+03,2.485874000000000024e+02,4.186092703682788851e-01,-1.813907296316301654e-01,5.999999999999090505e-01,9.987070744999999879e+05,1.000000000000000000e+00
1.672536300000000000e+12,1.195599999999999909e+03,1.195609999999999900e+03,1.195289999999999964e+03,1.195450000000000045e+03,1.717726999999999862e+02,3.539569527761159407e-01,3.395695277617960528e-02,3.199999999999363354e-01,9.975055718750000233e+05,2.000000000000000000e+00
1.672536600000000000e+12,1.195450000000000045e+03,1.195470000000000027e+03,1.195130000000000109e+03,1.195140000000000100e+03,2.123066000000000031e+02,2.429677145821642625e-01,-9.703228541775388294e-02,3.399999999999181455e-01,9.963043004000000656e+05,3.000000000000000000e+00
1.672536900000000000e+12,1.195140000000000100e+03,1.195579999999999927e+03,1.194720000000000027e+03,1.194730000000000018e+03,3.632837999999999852e+02,4.772257859365254262e-01,-3.827742140633745294e-01,8.599999999998999556e-01,9.951033907250000630e+05,4.000000000000000000e+00
